No.,Time,Source,Destination,Protocol,Length,Info
7527,0.532037,192.168.1.10,192.168.1.30,TCP,60,64514  >  44818 [ACK] Seq=11695 Ack=10529 Win=7936 Len=0
7528,0.532158,192.168.1.50,192.168.1.40,CIP CM,124,Unconnected Send: 'HMI_FIT401' - Service (0x4c)
7529,0.532158,192.168.1.30,192.168.1.10,CIP,138,Success: 'HMI_LIT301' - Service (0x4c)
7530,0.532324,192.168.1.40,192.168.1.50,TCP,60,44818  >  58830 [ACK] Seq=6535 Ack=6451 Win=8122 Len=0
7531,0.532324,192.168.1.10,192.168.1.30,TCP,60,64514  >  44818 [ACK] Seq=11695 Ack=10613 Win=8108 Len=0
7532,0.532648,192.168.1.40,192.168.1.10,CIP,104,Success: 'HMI_PLANT' - Service (0x4d)
7533,0.532751,192.168.1.10,192.168.1.40,TCP,60,64516  >  44818 [ACK] Seq=5459 Ack=3815 Win=8142 Len=0
7534,0.533274,192.168.1.10,192.168.1.30,CIP I/O,86,"Connection: ID=0x00F65A5A, SEQ=0011735553"
7535,0.533275,192.168.1.10,192.168.1.40,CIP I/O,86,"Connection: ID=0x01E960F4, SEQ=0011735114"
7536,0.533498,192.168.1.200,192.168.1.88,TCP,678,"4241  >  64142 [PSH, ACK] Seq=16865 Ack=1153 Win=508 Len=624"
7537,0.5335,192.168.1.30,192.168.1.20,CIP I/O,86,"Connection: ID=0x00774052, SEQ=0045615842"
7538,0.5335,192.168.1.200,192.168.1.207,TCP,678,"4241  >  63584 [PSH, ACK] Seq=15821 Ack=1153 Win=512 Len=624"
7539,0.533615,192.168.1.20,192.168.1.30,CIP I/O,86,"Connection: ID=0x007674CB, SEQ=0020511591"
7540,0.533864,192.168.1.40,192.168.1.50,CIP I/O,86,"Connection: ID=0x00975C3D, SEQ=0007666237"
7541,0.534019,192.168.1.207,192.168.1.200,TCP,150,"63584  >  4241 [PSH, ACK] Seq=1153 Ack=16445 Win=32694 Len=96"
7542,0.534937,192.168.1.60,239.192.8.127,CIP I/O,98,"Connection: ID=0x0059807D, SEQ=0046026605"
7543,0.534991,192.168.1.88,192.168.1.200,TCP,150,"64142  >  4241 [PSH, ACK] Seq=1153 Ack=17489 Win=927 Len=96"
7544,0.535938,192.168.1.20,192.168.1.50,CIP I/O,86,"Connection: ID=0x001748B4, SEQ=0007708691"
7545,0.535985,192.168.1.20,192.168.1.30,CIP,116,'HMI_LIT301' - Service (0x4c)
7546,0.536084,192.168.1.20,192.168.1.30,CIP,116,'HMI_FIT301' - Service (0x4c)
7547,0.536085,192.168.1.30,192.168.1.20,TCP,60,44818  >  56784 [ACK] Seq=9439 Ack=7069 Win=8130 Len=0
7548,0.536085,192.168.1.20,192.168.1.30,CIP,116,'HMI_MV301' - Service (0x4c)
7549,0.536184,192.168.1.30,192.168.1.20,TCP,60,44818  >  56784 [ACK] Seq=9439 Ack=7131 Win=8068 Len=0
7550,0.536184,192.168.1.30,192.168.1.20,TCP,60,44818  >  56784 [ACK] Seq=9439 Ack=7193 Win=8006 Len=0
7551,0.536281,192.168.1.50,192.168.1.40,CIP I/O,86,"Connection: ID=0x016954A5, SEQ=0007705745"
7552,0.536362,192.168.1.20,192.168.1.50,CIP,116,'HMI_AIT501' - Service (0x4c)
7553,0.536363,192.168.1.20,192.168.1.50,CIP,116,'HMI_AIT502' - Service (0x4c)
7554,0.536363,192.168.1.20,192.168.1.50,CIP,116,'HMI_AIT503' - Service (0x4c)
7555,0.536455,192.168.1.50,192.168.1.20,TCP,60,44818  >  56790 [ACK] Seq=13951 Ack=9611 Win=8130 Len=0
7556,0.536455,192.168.1.30,192.168.1.10,CIP,98,Success: 'HMI_PLANT_AUTO' - Service (0x4d)
7557,0.536455,192.168.1.50,192.168.1.20,TCP,60,44818  >  56790 [ACK] Seq=13951 Ack=9673 Win=8068 Len=0
7558,0.536557,192.168.1.30,192.168.1.40,CIP I/O,86,"Connection: ID=0x0069685A, SEQ=0045614997"
7559,0.536558,192.168.1.50,192.168.1.20,TCP,60,44818  >  56790 [ACK] Seq=13951 Ack=9735 Win=8006 Len=0
7560,0.536558,192.168.1.10,192.168.1.30,TCP,60,64514  >  44818 [ACK] Seq=11695 Ack=10657 Win=8148 Len=0
7561,0.536685,192.168.1.30,192.168.1.20,CIP,130,'P2_P2078_AUTOINP' - Service (0x4d)
7562,0.536685,192.168.1.60,192.168.1.10,CIP I/O,86,"Connection: ID=0x0070401D, SEQ=0011822609"
7563,0.536786,192.168.1.20,192.168.1.30,TCP,60,44818  >  56706 [ACK] Seq=10361 Ack=11831 Win=8116 Len=0
7564,0.536787,192.168.1.30,192.168.1.40,CIP,116,'HMI_LIT401' - Service (0x4c)
7565,0.536869,192.168.1.50,192.168.1.20,CIP,144,Success: 'HMI_AIT501' - Service (0x4c)
7566,0.536869,192.168.1.40,192.168.1.30,TCP,60,44818  >  63750 [ACK] Seq=3985 Ack=2933 Win=8130 Len=0
7567,0.536982,192.168.1.10,192.168.1.20,CIP I/O,86,"Connection: ID=0x017746E2, SEQ=0011737197"
7568,0.536982,192.168.1.20,192.168.1.50,TCP,60,56790  >  44818 [ACK] Seq=9735 Ack=14041 Win=8102 Len=0
7569,0.536982,192.168.1.50,192.168.1.20,CIP,144,Success: 'HMI_AIT502' - Service (0x4c)
7570,0.536983,192.168.1.10,192.168.1.60,CIP I/O,86,"Connection: ID=0x00D96810, SEQ=0011736668"
7571,0.536983,192.168.1.30,192.168.1.40,CIP CM,124,Unconnected Send: 'HMI_FIT401' - Service (0x4c)
7572,0.536983,192.168.1.50,192.168.1.20,CIP,144,Success: 'HMI_AIT503' - Service (0x4c)
7573,0.537073,192.168.1.10,239.192.2.63,CIP I/O,98,"Connection: ID=0x00708000, SEQ=0011938421"
7574,0.537073,192.168.1.40,192.168.1.10,CIP,104,Success: 'HMI_PLANT_AUTO' - Service (0x4d)
7575,0.537074,192.168.1.20,192.168.1.50,TCP,60,56790  >  44818 [ACK] Seq=9735 Ack=14131 Win=8102 Len=0
7576,0.537074,192.168.1.20,192.168.1.50,TCP,60,56790  >  44818 [ACK] Seq=9735 Ack=14221 Win=8012 Len=0
7577,0.537074,192.168.1.40,192.168.1.30,TCP,60,44818  >  63750 [ACK] Seq=3985 Ack=3003 Win=8122 Len=0
7578,0.537148,192.168.1.10,192.168.1.40,TCP,60,64516  >  44818 [ACK] Seq=5459 Ack=3865 Win=8142 Len=0
7579,0.537148,192.168.1.30,192.168.1.20,CIP CM,124,Unconnected Send: 'HMI_FIT201' - Service (0x4c)
7580,0.53731,192.168.1.20,192.168.1.30,TCP,60,44818  >  56706 [ACK] Seq=10361 Ack=11901 Win=8122 Len=0
7581,0.53731,192.168.1.30,192.168.1.20,CIP,144,Success: 'HMI_LIT301' - Service (0x4c)
7582,0.537388,192.168.1.40,192.168.1.20,CIP,144,Success: 'HMI_AIT402' - Service (0x4c)
7583,0.537388,192.168.1.20,192.168.1.30,TCP,60,56784  >  44818 [ACK] Seq=7193 Ack=9529 Win=8102 Len=0
7584,0.537388,192.168.1.30,192.168.1.20,CIP,152,Success: 'HMI_FIT301' - Service (0x4c)
7585,0.537388,192.168.1.40,192.168.1.30,CIP,116,'HMI_FIT301' - Service (0x4c)
7586,0.537517,192.168.1.30,192.168.1.20,CIP,116,Success: 'HMI_MV301' - Service (0x4c)
7587,0.537517,192.168.1.20,192.168.1.40,TCP,60,56800  >  44818 [ACK] Seq=1489 Ack=2161 Win=8102 Len=0
7588,0.537517,192.168.1.30,192.168.1.60,CIP I/O,86,"Connection: ID=0x00597285, SEQ=0045614299"
7589,0.537517,192.168.1.20,192.168.1.30,TCP,60,56784  >  44818 [ACK] Seq=7193 Ack=9627 Win=8004 Len=0
7590,0.537517,192.168.1.30,192.168.1.40,TCP,60,44818  >  55874 [ACK] Seq=5375 Ack=3763 Win=8130 Len=0
7591,0.537573,192.168.1.20,192.168.1.30,TCP,60,56784  >  44818 [ACK] Seq=7193 Ack=9689 Win=7942 Len=0
7592,0.538485,192.168.1.20,239.192.3.127,CIP I/O,98,"Connection: ID=0x0077802C, SEQ=0063280502"
7593,0.538486,192.168.1.20,192.168.1.40,CIP I/O,86,"Connection: ID=0x00E97436, SEQ=0020511161"
7594,0.538788,192.168.1.10,192.168.1.60,CIP,124,'HMI_PLANT' - Service (0x4d)
7595,0.538884,192.168.1.60,192.168.1.10,TCP,60,44818  >  64520 [ACK] Seq=3903 Ack=5437 Win=8122 Len=0
7596,0.538884,192.168.1.10,192.168.1.20,CIP,128,'HMI_PLANT_AUTO' - Service (0x4d)
7597,0.53902,192.168.1.10,192.168.1.20,CIP,130,'HMI_PLANT_RESET' - Service (0x4d)
7598,0.53902,192.168.1.20,192.168.1.10,TCP,60,44818  >  64512 [ACK] Seq=10941 Ack=12713 Win=8118 Len=0
7599,0.53902,192.168.1.10,192.168.1.20,CIP,124,'HMI_P2_PERMISSIVE' - Service (0x4c)
7600,0.539126,192.168.1.20,192.168.1.10,TCP,60,44818  >  64512 [ACK] Seq=10941 Ack=12789 Win=8042 Len=0
7601,0.539126,192.168.1.10,192.168.1.20,CIP CM,124,Unconnected Send: 'HMI_MV201' - Service (0x4c)
7602,0.539127,192.168.1.20,192.168.1.10,TCP,60,44818  >  64512 [ACK] Seq=10941 Ack=12859 Win=7972 Len=0
7603,0.539246,192.168.1.20,192.168.1.10,TCP,60,44818  >  64512 [ACK] Seq=10941 Ack=12929 Win=7902 Len=0
7604,0.539348,192.168.1.10,192.168.1.50,CIP,128,'HMI_PLANT_AUTO' - Service (0x4d)
7605,0.53945,192.168.1.10,192.168.1.50,CIP,130,'HMI_PLANT_RESET' - Service (0x4d)
7606,0.53945,192.168.1.50,192.168.1.10,TCP,60,44818  >  64518 [ACK] Seq=9821 Ack=13671 Win=8118 Len=0
7607,0.53956,192.168.1.50,192.168.1.10,TCP,60,44818  >  64518 [ACK] Seq=9821 Ack=13747 Win=8042 Len=0
7608,0.53956,192.168.1.10,192.168.1.50,CIP,124,'HMI_P5_PERMISSIVE' - Service (0x4c)
7609,0.539675,192.168.1.10,192.168.1.50,CIP,136,'HMI_SHUTDOWN_FLUSHING' - Service (0x4d)
7610,0.539676,192.168.1.50,192.168.1.10,TCP,60,44818  >  64518 [ACK] Seq=9821 Ack=13817 Win=8122 Len=0
7611,0.539676,192.168.1.10,192.168.1.50,CIP,130,'HMI_P5_SD_FLUSHING_DONE' - Service (0x4c)
7612,0.539758,192.168.1.10,192.168.1.50,CIP,118,'HMI_P5_STATE' - Service (0x4c)
7613,0.539759,192.168.1.50,192.168.1.10,TCP,60,44818  >  64518 [ACK] Seq=9821 Ack=13899 Win=8110 Len=0
7614,0.53984,192.168.1.50,192.168.1.10,TCP,60,44818  >  64518 [ACK] Seq=9821 Ack=13975 Win=8034 Len=0
7615,0.53984,192.168.1.50,192.168.1.10,TCP,60,44818  >  64518 [ACK] Seq=9821 Ack=14039 Win=7970 Len=0
7616,0.540051,192.168.1.200,192.168.1.60,CIP,108,Class (0xb2) - Service (0x4c)
7617,0.540163,192.168.1.60,192.168.1.200,TCP,60,44818  >  5027 [ACK] Seq=12473 Ack=1351 Win=8138 Len=0
7618,0.540164,192.168.1.40,239.192.5.255,CIP I/O,98,"Connection: ID=0x00698000, SEQ=0054038804"
7619,0.540356,192.168.1.60,192.168.1.30,CIP,104,Success: 'P6_P602_AUTOINP' - Service (0x4d)
7620,0.54044,192.168.1.30,192.168.1.60,TCP,60,56704  >  44818 [ACK] Seq=5065 Ack=6183 Win=8142 Len=0
7621,0.54044,192.168.1.60,192.168.1.30,CIP,148,Success: 'HMI_P602' - Service (0x4c)
7622,0.540549,192.168.1.30,192.168.1.60,TCP,60,56704  >  44818 [ACK] Seq=5065 Ack=6277 Win=8098 Len=0
7623,0.54055,192.168.1.60,192.168.1.20,CIP I/O,86,"Connection: ID=0x00F7464A, SEQ=0045398848"
7624,0.540915,192.168.1.20,192.168.1.30,CIP,104,Success: 'P2_P2078_AUTOINP' - Service (0x4d)
7625,0.540916,192.168.1.30,192.168.1.20,TCP,60,56706  >  44818 [ACK] Seq=11901 Ack=10411 Win=8142 Len=0
7626,0.541093,192.168.1.20,192.168.1.30,CIP,146,Success: 'HMI_FIT201' - Service (0x4c)
7627,0.541216,192.168.1.30,192.168.1.20,TCP,60,56706  >  44818 [ACK] Seq=11901 Ack=10503 Win=8100 Len=0
7628,0.541216,192.168.1.60,192.168.1.10,CIP,104,Success: 'HMI_PLANT_RESET' - Service (0x4d)
7629,0.541333,192.168.1.10,192.168.1.60,TCP,60,64520  >  44818 [ACK] Seq=5437 Ack=3953 Win=8142 Len=0
7630,0.541333,192.168.1.10,192.168.1.50,CIP I/O,86,"Connection: ID=0x011748B5, SEQ=0007618245"
7631,0.541333,192.168.1.20,192.168.1.10,CIP,104,Success: 'HMI_PLANT_AUTO' - Service (0x4d)
7632,0.541471,192.168.1.20,192.168.1.10,CIP,104,Success: 'HMI_PLANT_RESET' - Service (0x4d)
7633,0.541471,192.168.1.10,192.168.1.20,TCP,60,64512  >  44818 [ACK] Seq=12929 Ack=10991 Win=8142 Len=0
7634,0.541567,192.168.1.10,192.168.1.20,TCP,60,64512  >  44818 [ACK] Seq=12929 Ack=11041 Win=8092 Len=0
7635,0.541567,192.168.1.50,192.168.1.10,CIP,104,Success: 'HMI_PLANT_AUTO' - Service (0x4d)
7636,0.541681,192.168.1.20,192.168.1.10,CIP,112,Success: 'HMI_P2_PERMISSIVE' - Service (0x4c)
7637,0.541681,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=14039 Ack=9871 Win=8142 Len=0
7638,0.541682,192.168.1.50,192.168.1.10,CIP,104,Success: 'HMI_PLANT_RESET' - Service (0x4d)
7639,0.541682,192.168.1.30,192.168.1.40,CIP,152,Success: 'HMI_FIT301' - Service (0x4c)
7640,0.541779,192.168.1.20,192.168.1.50,CIP,116,'HMI_AIT504' - Service (0x4c)
7641,0.54178,192.168.1.30,239.192.4.191,CIP I/O,98,"Connection: ID=0x00769ECB, SEQ=0063280792"
7642,0.541781,192.168.1.10,192.168.1.20,TCP,60,64512  >  44818 [ACK] Seq=12929 Ack=11099 Win=8134 Len=0
7643,0.541781,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=14039 Ack=9921 Win=8116 Len=0
7644,0.541781,192.168.1.40,192.168.1.30,TCP,60,55874  >  44818 [ACK] Seq=3763 Ack=5473 Win=8094 Len=0
7645,0.541877,192.168.1.20,192.168.1.10,CIP,110,Success: 'HMI_MV201' - Service (0x4c)
7646,0.54188,192.168.1.50,239.192.7.63,CIP I/O,98,"Connection: ID=0x001780AC, SEQ=0007751685"
7647,0.54188,192.168.1.30,192.168.1.60,CIP,114,'HMI_P602' - Service (0x4c)
7648,0.541881,192.168.1.50,192.168.1.10,CIP,112,Success: 'HMI_P5_PERMISSIVE' - Service (0x4c)
7649,0.541963,192.168.1.50,192.168.1.20,TCP,60,44818  >  56790 [ACK] Seq=14221 Ack=9797 Win=8130 Len=0
7650,0.541964,192.168.1.60,192.168.1.30,TCP,60,44818  >  56704 [ACK] Seq=6277 Ack=5125 Win=8132 Len=0
7651,0.541964,192.168.1.30,192.168.1.20,CIP,126,'HMI_P_NAOCL_UF_DUTY' - Service (0x4c)
7652,0.541965,192.168.1.10,192.168.1.20,TCP,60,64512  >  44818 [ACK] Seq=12929 Ack=11155 Win=8078 Len=0
7653,0.54204,192.168.1.50,192.168.1.10,CIP,104,Success: 'HMI_SHUTDOWN_FLUSHING' - Service (0x4d)
7654,0.54204,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=14039 Ack=9979 Win=8134 Len=0
7655,0.54204,192.168.1.50,192.168.1.10,CIP,112,Success: 'HMI_P5_SD_FLUSHING_DONE' - Service (0x4c)
7656,0.542118,192.168.1.20,192.168.1.30,TCP,60,44818  >  56706 [ACK] Seq=10503 Ack=11973 Win=8120 Len=0
7657,0.542118,192.168.1.50,192.168.1.10,CIP,108,Success: 'HMI_P5_STATE' - Service (0x4c)
7658,0.542118,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=14039 Ack=10029 Win=8084 Len=0
7659,0.542195,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=14039 Ack=10087 Win=8026 Len=0
7660,0.542195,192.168.1.10,192.168.1.50,TCP,60,64518  >  44818 [ACK] Seq=14039 Ack=10141 Win=7972 Len=0
7661,0.542195,192.168.1.30,192.168.1.20,CIP CM,124,Unconnected Send: 'HMI_MV201' - Service (0x4c)
7662,0.542329,192.168.1.20,192.168.1.30,TCP,60,44818  >  56706 [ACK] Seq=10503 Ack=12043 Win=8122 Len=0
7663,0.542983,192.168.1.40,192.168.1.50,CIP,104,Success: 'HMI_RO_HPP_SD' - Service (0x4d)
7664,0.54308,192.168.1.50,192.168.1.40,TCP,60,58830  >  44818 [ACK] Seq=6451 Ack=6585 Win=8142 Len=0
7665,0.543243,192.168.1.10,192.168.1.30,CIP I/O,86,"Connection: ID=0x00F65A5A, SEQ=0011735554"
7666,0.543324,192.168.1.10,192.168.1.40,CIP I/O,86,"Connection: ID=0x01E960F4, SEQ=0011735115"
7667,0.543493,192.168.1.30,192.168.1.20,CIP I/O,86,"Connection: ID=0x00774052, SEQ=0045615843"
7668,0.543691,192.168.1.20,192.168.1.30,CIP I/O,86,"Connection: ID=0x007674CB, SEQ=0020511592"
7669,0.54396,192.168.1.40,192.168.1.50,CIP I/O,86,"Connection: ID=0x00975C3D, SEQ=0007666238"
7670,0.544379,192.168.1.10,192.168.1.20,CIP,116,'HMI_FIT201' - Service (0x4c)
7671,0.544379,192.168.1.10,192.168.1.20,CIP,124,'HMI_PLANT' - Service (0x4d)
7672,0.54441,192.168.1.20,192.168.1.10,TCP,60,44818  >  64512 [ACK] Seq=11155 Ack=12991 Win=8130 Len=0
7673,0.54441,192.168.1.10,192.168.1.30,CIP,116,'HMI_FIT301' - Service (0x4c)
7674,0.5445,192.168.1.20,192.168.1.10,TCP,60,44818  >  64512 [ACK] Seq=11155 Ack=13061 Win=8060 Len=0
7675,0.5445,192.168.1.10,192.168.1.30,CIP,124,'HMI_PLANT' - Service (0x4d)
7676,0.5445,192.168.1.30,192.168.1.10,TCP,60,44818  >  64514 [ACK] Seq=10657 Ack=11757 Win=8130 Len=0
7677,0.544604,192.168.1.30,192.168.1.10,TCP,60,44818  >  64514 [ACK] Seq=10657 Ack=11827 Win=8060 Len=0
7678,0.544604,192.168.1.10,192.168.1.30,CIP,130,'HMI_PLANT_RESET' - Service (0x4d)
7679,0.54472,192.168.1.10,192.168.1.30,CIP,124,'HMI_P3_PERMISSIVE' - Service (0x4c)
7680,0.54472,192.168.1.30,192.168.1.10,TCP,60,44818  >  64514 [ACK] Seq=10657 Ack=11903 Win=8116 Len=0
7681,0.544799,192.168.1.30,192.168.1.10,TCP,60,44818  >  64514 [ACK] Seq=10657 Ack=11973 Win=8122 Len=0
7682,0.544806,192.168.1.60,239.192.8.127,CIP I/O,98,"Connection: ID=0x0059807D, SEQ=0046026606"
7683,0.544978,192.168.1.10,192.168.1.60,CIP,128,'HMI_PLANT_AUTO' - Service (0x4d)
7684,0.544978,192.168.1.10,192.168.1.60,CIP,124,'HMI_P6_PERMISSIVE' - Service (0x4c)
7685,0.545078,192.168.1.60,192.168.1.10,TCP,60,44818  >  64520 [ACK] Seq=3953 Ack=5511 Win=8118 Len=0
7686,0.545078,192.168.1.60,192.168.1.10,TCP,60,44818  >  64520 [ACK] Seq=3953 Ack=5581 Win=8048 Len=0
7687,0.546067,192.168.1.20,192.168.1.30,CIP,112,Success: 'HMI_P_NAOCL_UF_DUTY' - Service (0x4c)
7688,0.546068,192.168.1.20,192.168.1.50,CIP I/O,86,"Connection: ID=0x001748B4, SEQ=0007708692"
7689,0.546068,192.168.1.30,192.168.1.20,TCP,60,56706  >  44818 [ACK] Seq=12043 Ack=10561 Win=8134 Len=0
7690,0.5462,192.168.1.20,192.168.1.10,CIP,152,Success: 'HMI_FIT201' - Service (0x4c)
7691,0.546349,192.168.1.50,192.168.1.40,CIP I/O,86,"Connection: ID=0x016954A5, SEQ=0007705746"
7692,0.546349,192.168.1.10,192.168.1.20,TCP,60,64512  >  44818 [ACK] Seq=13061 Ack=11253 Win=8094 Len=0
7693,0.546349,192.168.1.20,192.168.1.30,CIP,110,Success: 'HMI_MV201' - Service (0x4c)
7694,0.546349,192.168.1.60,192.168.1.10,CIP,104,Success: 'HMI_PLANT' - Service (0x4d)
7695,0.546475,192.168.1.30,192.168.1.20,TCP,60,56706  >  44818 [ACK] Seq=12043 Ack=10617 Win=8136 Len=0
7696,0.546475,192.168.1.10,192.168.1.60,TCP,60,64520  >  44818 [ACK] Seq=5581 Ack=4003 Win=8142 Len=0
7697,0.546475,192.168.1.20,192.168.1.10,CIP,104,Success: 'HMI_PLANT' - Service (0x4d)
7698,0.546579,192.168.1.50,192.168.1.20,CIP,144,Success: 'HMI_AIT504' - Service (0x4c)
7699,0.546579,192.168.1.10,192.168.1.20,TCP,60,64512  >  44818 [ACK] Seq=13061 Ack=11303 Win=8142 Len=0
7700,0.546579,192.168.1.20,192.168.1.30,CIP,116,'HMI_LIT301' - Service (0x4c)
7701,0.546656,192.168.1.30,192.168.1.40,CIP I/O,86,"Connection: ID=0x0069685A, SEQ=0045614998"
7702,0.546656,192.168.1.20,192.168.1.30,CIP,116,'HMI_FIT301' - Service (0x4c)
7703,0.546656,192.168.1.20,192.168.1.50,TCP,60,56790  >  44818 [ACK] Seq=9797 Ack=14311 Win=8102 Len=0
7704,0.546656,192.168.1.30,192.168.1.20,TCP,60,44818  >  56784 [ACK] Seq=9689 Ack=7255 Win=8130 Len=0
7705,0.546767,192.168.1.20,192.168.1.30,CIP,116,'HMI_MV301' - Service (0x4c)
7706,0.546767,192.168.1.30,192.168.1.20,TCP,60,44818  >  56784 [ACK] Seq=9689 Ack=7317 Win=8068 Len=0
7707,0.546768,192.168.1.60,192.168.1.10,CIP I/O,86,"Connection: ID=0x0070401D, SEQ=0011822610"
7708,0.546853,192.168.1.30,192.168.1.20,TCP,60,44818  >  56784 [ACK] Seq=9689 Ack=7379 Win=8006 Len=0
7709,0.54693,192.168.1.20,192.168.1.40,CIP,116,'HMI_AIT402' - Service (0x4c)
7710,0.547061,192.168.1.30,192.168.1.10,CIP,152,Success: 'HMI_FIT301' - Service (0x4c)
7711,0.547061,192.168.1.10,239.192.2.63,CIP I/O,98,"Connection: ID=0x00708000, SEQ=0011938422"
7712,0.547062,192.168.1.40,192.168.1.20,TCP,60,44818  >  56800 [ACK] Seq=2161 Ack=1551 Win=8130 Len=0
7713,0.547062,192.168.1.20,192.168.1.50,CIP,116,'HMI_AIT501' - Service (0x4c)
7714,0.547062,192.168.1.30,192.168.1.10,CIP,104,Success: 'HMI_PLANT' - Service (0x4d)
7715,0.547144,192.168.1.20,192.168.1.50,CIP,116,'HMI_AIT502' - Service (0x4c)
7716,0.547144,192.168.1.30,192.168.1.10,CIP,104,Success: 'HMI_PLANT_RESET' - Service (0x4d)
7717,0.547144,192.168.1.10,192.168.1.30,TCP,60,64514  >  44818 [ACK] Seq=11973 Ack=10755 Win=8094 Len=0
7718,0.547145,192.168.1.50,192.168.1.20,TCP,60,44818  >  56790 [ACK] Seq=14311 Ack=9859 Win=8130 Len=0
7719,0.547145,192.168.1.30,192.168.1.10,CIP,112,Success: 'HMI_P3_PERMISSIVE' - Service (0x4c)
7720,0.547145,192.168.1.20,192.168.1.50,CIP,116,'HMI_AIT503' - Service (0x4c)
7721,0.547243,192.168.1.10,192.168.1.30,TCP,60,64514  >  44818 [ACK] Seq=11973 Ack=10805 Win=8044 Len=0
7722,0.547246,192.168.1.50,192.168.1.20,TCP,60,44818  >  56790 [ACK] Seq=14311 Ack=9921 Win=8068 Len=0
7723,0.547246,192.168.1.10,192.168.1.30,TCP,60,64514  >  44818 [ACK] Seq=11973 Ack=10855 Win=7994 Len=0
7724,0.547247,192.168.1.50,192.168.1.20,TCP,60,44818  >  56790 [ACK] Seq=14311 Ack=9983 Win=8006 Len=0
7725,0.547319,192.168.1.10,192.168.1.30,TCP,60,64514  >  44818 [ACK] Seq=11973 Ack=10913 Win=7936 Len=0
7726,0.547319,192.168.1.10,192.168.1.20,CIP I/O,86,"Connection: ID=0x017746E2, SEQ=0011737198"
7727,0.547394,192.168.1.10,192.168.1.60,CIP I/O,86,"Connection: ID=0x00D96810, SEQ=0011736669"
7728,0.54754,192.168.1.30,192.168.1.60,CIP,130,'P6_P602_AUTOINP' - Service (0x4d)
7729,0.54754,192.168.1.30,192.168.1.60,CIP,114,'HMI_P602' - Service (0x4c)
7730,0.547635,192.168.1.30,192.168.1.60,CIP I/O,86,"Connection: ID=0x00597285, SEQ=0045614300"
7731,0.547635,192.168.1.60,192.168.1.30,TCP,60,44818  >  56704 [ACK] Seq=6277 Ack=5201 Win=8116 Len=0
7732,0.547746,192.168.1.60,192.168.1.30,TCP,60,44818  >  56704 [ACK] Seq=6277 Ack=5261 Win=8056 Len=0
7733,0.547746,192.168.1.30,192.168.1.20,CIP,130,'P2_P2078_AUTOINP' - Service (0x4d)
7734,0.547886,192.168.1.20,192.168.1.30,TCP,60,44818  >  56706 [ACK] Seq=10617 Ack=12119 Win=8116 Len=0
7735,0.547886,192.168.1.30,192.168.1.20,CIP CM,124,Unconnected Send: 'HMI_FIT201' - Service (0x4c)
7736,0.547996,192.168.1.40,192.168.1.10,CIP,104,Success: 'HMI_PLANT_RESET' - Service (0x4d)
7737,0.547996,192.168.1.20,192.168.1.30,TCP,60,44818  >  56706 [ACK] Seq=10617 Ack=12189 Win=8122 Len=0
7738,0.548098,192.168.1.10,192.168.1.40,TCP,60,64516  >  44818 [ACK] Seq=5459 Ack=3915 Win=8142 Len=0
7739,0.548098,192.168.1.40,192.168.1.10,CIP,112,Success: 'HMI_P4_PERMISSIVE' - Service (0x4c)
7740,0.548226,192.168.1.10,192.168.1.40,TCP,60,64516  >  44818 [ACK] Seq=5459 Ack=3973 Win=8134 Len=0
7741,0.548227,192.168.1.40,192.168.1.30,CIP,116,'HMI_MV302' - Service (0x4c)
7742,0.548329,192.168.1.30,192.168.1.40,TCP,60,44818  >  55874 [ACK] Seq=5473 Ack=3825 Win=8130 Len=0
7743,0.548331,192.168.1.40,192.168.1.30,CIP,114,'HMI_P301' - Service (0x4c)
7744,0.548416,192.168.1.30,192.168.1.40,TCP,60,44818  >  55874 [ACK] Seq=5473 Ack=3885 Win=8132 Len=0
7745,0.548416,192.168.1.20,239.192.3.127,CIP I/O,98,"Connection: ID=0x0077802C, SEQ=0063280503"
7746,0.54852,192.168.1.20,192.168.1.40,CIP I/O,86,"Connection: ID=0x00E97436, SEQ=0020511162"
7747,0.54852,192.168.1.40,192.168.1.50,CIP,112,Success: 'HMI_P_RO_FEED_DUTY' - Service (0x4c)
7748,0.548625,192.168.1.50,192.168.1.40,TCP,60,58830  >  44818 [ACK] Seq=6451 Ack=6643 Win=8134 Len=0
7749,0.549439,192.168.1.10,192.168.1.40,CIP,124,'HMI_PLANT' - Service (0x4d)
7750,0.549466,192.168.1.40,192.168.1.10,TCP,60,44818  >  64516 [ACK] Seq=3973 Ack=5529 Win=8122 Len=0
7751,0.549559,192.168.1.10,192.168.1.50,CIP,124,'HMI_PLANT' - Service (0x4d)
7752,0.549656,192.168.1.50,192.168.1.10,TCP,60,44818  >  64518 [ACK] Seq=10141 Ack=14109 Win=8122 Len=0
7753,0.549656,192.168.1.10,192.168.1.30,CIP CM,124,Unconnected Send: 'HMI_LIT301' - Service (0x4c)
7754,0.549801,192.168.1.30,192.168.1.10,TCP,60,44818  >  64514 [ACK] Seq=10913 Ack=12043 Win=8122 Len=0
